pool_id,project,project_name,chain,symbol,tvl_usd,current_apy,apy_base,apy_reward,stablecoin
8ec9e3e2-1eb5-4c47-82de-edcc825ca4cc,curve-dex,Curve,Ethereum,CDAI-CUSDC,582693,0.01554,0,0.01554,True
6dbc863f-7c59-463b-8d62-8273b3f8acb0,pendle,Pendle,Ethereum,WSTUSR,579187,5.02266,4.9562,0.06646,True
6db68910-525b-4c46-8989-288a2ebcb25f,pendle,Pendle,Ethereum,WSTUSR,579187,6.10856,6.10856,,True
1678019b-78f2-4d43-9a82-3a0ecdc5df1c,curve-dex,Curve,Ethereum,USDC-ALUSD,579087,2.31,2.31,0,True
557d6eb3-e947-45e8-9418-c5cc38784830,curve-dex,Curve,Arbitrum,CRV-VSDCRV-ASDCRV,578480,15.32575,6.51,8.81575,False
633e9a19-50a8-448a-9d02-87f8860074bc,euler-v2,Euler V2,Ethereum,EUSDE,577903,6.06364,6.06364,,True
102c856e-14a6-4480-84cb-3322f682b237,pendle,Pendle,Arbitrum,RSETH,572931,2.06345,2.06345,,False
75cffdf2-2637-4a01-82ce-d7bdc18dc248,pendle,Pendle,Arbitrum,RSETH,572931,2.97058,2.65126,0.31933,False
0b65cb9f-2c63-40d5-9344-2a867fbfc41a,sky-lending,Sky Lending,Ethereum,WBTC,568560,0,,,False
88459997-3650-4bc5-9fa5-d9555e6df723,pendle,Pendle,Ethereum,SYRUPUSDC,561428,4.83309,4.83309,,True
97a98ca5-1127-47e8-8be8-527a7bd81557,pendle,Pendle,Ethereum,SYRUPUSDC,561428,6.12403,5.25513,0.8689,True
3bb6a56f-d2cf-4e80-ad33-b0735139a7c5,euler-v2,Euler V2,Ethereum,USDE,559521,2.39952,2.39952,,True
a0f53224-c152-416e-8599-4563e70c6040,euler-v2,Euler V2,Ethereum,USDC,557300,4.67331,4.67331,,True
ccd0708c-5e07-477f-9dfa-59db70451b69,compound-v3,Compound V3,Base,EZETH,553352,0,,,False
0c0292b2-6fc1-4a57-a481-6b85ee7305fa,curve-dex,Curve,Ethereum,STG-USDC,544555,1.81425,1.52,0.29425,False
be3d7cb9-f008-4050-8802-13ea505bcbdf,compound-v3,Compound V3,Arbitrum,WETH,540698,2.14408,1.61215,0.53193,False
d0f09aac-e563-4cfc-b1d6-9a0c3d6767cb,curve-dex,Curve,Ethereum,TETH-WEETH,540258,3.74,3.74,0,False
77500885-c503-43d5-b84e-f057bebb96d8,curve-dex,Curve,Arbitrum,CRVUSD-WBTC-WETH,540056,0.06,0.06,0,False
bd323fdf-81f2-40bd-96a0-189a48ea48e5,compound-v3,Compound V3,Arbitrum,RSETH,535604,0,,,False
12b0dcd9-d6fd-443d-88c4-68063f38f5bb,curve-dex,Curve,Ethereum,REUSDE-SUSDE,529973,0.67,0.67,0,True
e18941f7-c4bb-4278-a46c-ec3b3d9795ee,kamino-lend,Kamino Lend,Solana,WBTC,528630,0.08639,0.08639,,False
f030cf6f-13c3-4575-81d4-bef528e34f13,pendle,Pendle,Ethereum,USD(MIDASMEDGE),526539,9.25064,8.65145,0.59919,True
355bca84-7ed4-4913-ba96-1b1d75c7128d,pendle,Pendle,Ethereum,USD(MIDASMEDGE),526539,10.8264,10.8264,,True
4b74de1e-1937-4ea7-8db2-ea1f1c3fa10a,curve-dex,Curve,Ethereum,USDT-USDKG,522740,0.08,0.08,0,True
6258d8cc-e618-4165-9385-7775168369b2,curve-dex,Curve,Ethereum,USR-USDC,520032,1.27615,0.1,1.17615,True
f4a63672-f7ae-400c-b4b3-7cfe704d2daf,aave-v3,Aave V3,Ethereum,1INCH,519156,0.0189,0.0189,,False
8395e9c7-a26d-4e9c-a6e9-7cc002244979,euler-v2,Euler V2,Base,USDC,514627,3.05316,3.05316,,True
bc244917-e28c-4f10-bfa4-79bf90529023,euler-v2,Euler V2,Ethereum,USDT,503808,3.74907,3.74907,,True
27938c8e-dc59-4128-b9fb-603d3616fc55,pendle,Pendle,Ethereum,USN,497969,3.43462,3.38585,0.04877,True
99786a58-82e4-47fc-8a28-8d7b32f530d5,pendle,Pendle,Ethereum,USN,497969,11.39114,11.39114,,True
9db42ada-a396-49d0-a190-18285e74fb9b,curve-dex,Curve,Ethereum,BEAN-LUSD,489079,0,0,0,False
dc8cd648-9df1-4a15-920f-7af845786469,curve-dex,Curve,Ethereum,ALCX-FRAXBP,482025,17.68705,0.09,17.59705,False
0bf3cb38-1908-4d85-87c3-af62651d5a03,curve-dex,Curve,Arbitrum,MIM-2CRV,475529,0.08,0.08,0,False
26f8cc1d-7e06-4af6-b5d9-8f18dcac39af,curve-dex,Curve,Ethereum,CVX-CLEVCVX,474528,16.10894,0.84,15.26894,False
af6b6599-9cc0-407f-9826-0c78d802f334,compound-v3,Compound V3,Arbitrum,WBTC,470820,0,,,False
e30876ae-e9d3-4ab1-bf5b-96920f4fc9ba,euler-v2,Euler V2,Ethereum,WETH,468206,2.42454,2.42454,,False
a214e900-2bcd-431f-9744-632fa5436fee,aave-v3,Aave V3,Ethereum,SDAI,467684,0,0,,True
2e8bf750-dfef-4b63-844d-da2d861f4e36,curve-dex,Curve,Ethereum,FXUSD-FRXUSD,465303,0.35,0.35,0,True
6721d20a-9ce5-4d14-bbb3-a603a7fc9b95,curve-dex,Curve,Ethereum,LINK-SLINK,460293,0,0,0,False
c44dce9d-8675-4f36-b95f-4d8d184daa54,curve-dex,Curve,Ethereum,ETH-LDO,451786,0.87066,0.65,0.22066,False
3c7d73df-4886-4184-9d40-d60c09f4d289,curve-dex,Curve,Ethereum,REUSD-USDC,448690,3.66,3.66,0,True
97cdb508-8957-4f88-961c-d54bcb9d5141,curve-dex,Curve,Ethereum,WEETHS-WETH,448132,1.4,1.4,0,False
3966145f-dc53-4ad8-b6e2-3eb5ad367e37,compound-v3,Compound V3,Arbitrum,ARB,441652,0,,,False
abd14430-0463-4146-a90a-cb63e118750f,curve-dex,Curve,Arbitrum,ALUSD-USDC,440244,19.37181,0.16,19.21181,True
849e0897-1d5c-4cbb-afc9-289e0659e483,curve-dex,Curve,Ethereum,FRAX-CRVUSD,427008,0.13038,0.13,0.00038,True
5a24d1f0-1977-4cc6-8d76-e762842c5e81,curve-dex,Curve,Ethereum,ETH-RETH,421337,1.40634,1.39,0.01634,False
2563e1a8-a8da-4b8d-9598-ece8028b95ec,curve-dex,Curve,Ethereum,EURS-SEUR,419884,0.11,0.11,0,True
f525ce6d-93e9-4e84-a620-5f631603e8f0,curve-dex,Curve,Ethereum,ETH-CLEV,419792,11.27589,0.01,11.26589,False
fa7fbe40-587c-492e-9f4b-4ff50417f429,curve-dex,Curve,Ethereum,YUSD-USDC,417474,2.38,2.38,0,True
e63ed80e-d1f8-4f46-9c55-425c61420fbd,curve-dex,Curve,Ethereum,USR-RLP,410033,2.91,2.91,0,False
652ec67f-20b1-4138-8fc3-d78458f47e1a,curve-dex,Curve,Ethereum,OHM-FRAXBP,407670,0.13027,0.08,0.05027,False
5fe2b0c5-c65a-488f-bb8a-85f8b6ea27ac,curve-dex,Curve,Ethereum,STBT-3CRV,401603,2.59,2.59,0,False
58dbe096-ad79-45b8-9c9b-c1c9167ae4b6,curve-dex,Curve,Ethereum,USDC-AID,401396,0.19,0.19,0,True
e406b60f-af1a-46e6-9191-daa658255838,curve-dex,Curve,Ethereum,USDFI-FRXUSD,400693,0.99,0.99,0,True
05979e07-baf5-4f94-b417-19bf64130e1d,curve-dex,Curve,Base,USDC-USDBC-AXLUSDC-CRVUSD,399664,5.20894,0.11,5.09894,True
081c82df-cb69-49fd-948c-fb17f98f7353,euler-v2,Euler V2,Base,YOUSD,397035,0.02852,0.02852,,True
5a1816ca-47ac-49d8-bd70-8f723ec92278,euler-v2,Euler V2,Ethereum,EZETH,394965,0.00021,0.00021,,False
e360745b-cd16-449d-99f7-600c929ef589,curve-dex,Curve,Ethereum,EURA-EURC,393205,1.9677,0.15,1.8177,True
f9d61cb5-2c18-4d7a-9386-9d3494c05d63,curve-dex,Curve,Ethereum,STRBTC-CBBTC-LBTC,392782,0,0,0,False
eae10cdb-28be-4f9b-aacd-52161ac4eae7,euler-v2,Euler V2,Base,CBETH,390792,0.00609,0.00609,,False
993a68a3-13c8-40e5-9ac4-e3e9d8b7e582,curve-dex,Curve,Ethereum,THUSD-USDC,389808,0,0,0,True
884d8539-ddca-418f-b5c8-8a46ecbc6ab3,curve-dex,Curve,Ethereum,TETH-WSTETH,389585,1.19,1.19,0,False
b14cb043-eca3-4893-a8c9-3b5e6a96f273,curve-dex,Curve,Ethereum,ETH-KP3R,378401,20.22495,0.03,20.19495,False
16f1e582-6b2e-47f9-b31b-06d090194931,curve-dex,Curve,Arbitrum,CRVUSD-USD₮0,368349,3.72996,0.03,3.69996,True
cb2a0cd1-ce5e-4a37-b7c7-4ec4b488d305,curve-dex,Curve,Ethereum,WETH-PUFETH,368037,0,0,0,False
37336b56-7670-455a-8354-d196dcfcdbe6,curve-dex,Curve,Ethereum,STLINK-LINK,365201,0,0,0,False
1b1d642a-325a-484a-87f8-681f6729179d,euler-v2,Euler V2,Base,LBTC,363355,0.08559,0.08559,,False
299e4ce8-3f76-4475-8a84-489286714bb4,curve-dex,Curve,Ethereum,EIGEN-WETH,361510,2.62,2.62,0,False
3a94e96e-fef5-4d8b-84c1-48bd431edb9b,pendle,Pendle,Ethereum,LIDOGGV,358773,5.71321,5.65636,0.05685,True
4fd38248-292f-4c5b-8c4b-6dfd6904607d,pendle,Pendle,Ethereum,LIDOGGV,358773,3.95144,3.95144,,True
5cd46a12-e454-4c61-bf96-089f5feb2581,curve-dex,Curve,Arbitrum,CRVUSD-USDC,358724,3.53545,0.06,3.47545,True
c5d9c086-301f-48a1-acfb-34d70bafb574,curve-dex,Curve,Ethereum,WETH-CJPY,349381,7.04331,0.02,7.02331,False
d537ad4f-0474-49be-a01e-80fafa09c72a,curve-dex,Curve,Ethereum,FXUSD-USDC-USDAF-BOLD,349114,2.03573,2.02,0.01573,True
8b55f2ca-0f4b-4dbd-8d02-62e8bc397fb9,curve-dex,Curve,Ethereum,WSTETH-RETH-SFRXETH,346005,2.75,2.75,0,False
369fe157-a536-440e-9e9c-c080a369cbcb,curve-dex,Curve,Ethereum,EBTC-TBTC,343768,0.40172,0,0.40172,False
a3a7fb56-b19a-4dc8-a3f1-285cb38c5885,euler-v2,Euler V2,Ethereum,USDTB,342077,2.8639,2.8639,,True
2b181181-f200-44d0-81bf-31f3575fea4c,euler-v2,Euler V2,Ethereum,USDC,324756,3.64098,3.64098,,True
9abc391b-1ddf-4afb-bced-43dcc26c3fa6,curve-dex,Curve,Ethereum,USDT-WBTC-WETH,322385,0.16,0.16,0,False
ad4847ba-484c-4a2e-b77a-77a3269801f2,curve-dex,Curve,Ethereum,EBUSD-USDC,321597,8.45969,0.49,7.96969,True
bd2246f3-b71f-4258-9f52-8c81ae826d53,compound-v3,Compound V3,Ethereum,WBTC,301398,0,,,False
9a73da78-b8e5-4325-bc35-6732dd9f9d64,aave-v3,Aave V3,Ethereum,ENS,301276,0.0787,0.0787,,False
d2cec87c-a53a-45bd-aeae-c98cbc599bc6,curve-dex,Curve,Ethereum,FXSAVE-SCRVUSD,296151,6.1905,6.19,0.0005,False
222d12d0-17ae-4589-80f3-df7661ff1881,pendle,Pendle,Ethereum,YSYBOLD,292353,6.09272,6.09272,,True
c1158f96-eb6b-4e56-b445-e2142a28b513,pendle,Pendle,Ethereum,YSYBOLD,292353,4.77523,3.62234,1.15289,True
6220a31d-7c3f-4bf6-91ee-f026c9d35e92,euler-v2,Euler V2,Base,WETH,290056,1.73522,1.73522,,False
8fe49c7b-64b7-49cb-9924-411f618588ef,compound-v3,Compound V3,Arbitrum,EZETH,289124,0,,,False
62585fde-1208-4f89-9693-96fc20b4c224,pendle,Pendle,Ethereum,SUSP,288599,10.89658,10.57767,0.31891,True
f7c345b1-d545-43c3-baf3-9c9135854f19,pendle,Pendle,Ethereum,SUSP,288599,9.59353,9.59353,,True
8957da1b-9d3c-438a-9bc1-fbab4dfce2c9,curve-dex,Curve,Arbitrum,WETH-FRXETH,287188,0.43,0.43,0,False
18958c66-ce44-4a60-a7c0-4c8a8fa3c51c,kamino-lend,Kamino Lend,Solana,HUBSOL,286864,2e-05,2e-05,,False
3f8d5d05-24a6-4cbd-ad08-a484a16d8b2e,curve-dex,Curve,Ethereum,ETH-XETH,285312,6.57693,0.07,6.50693,False
d641a839-6aa9-4040-a956-ff38ac25827a,curve-dex,Curve,Ethereum,USDM-3CRV,284994,0,0,0,False
5b91998c-7db9-4b5e-8caf-343b55769151,euler-v2,Euler V2,Ethereum,USDC,281581,3.42115,3.42115,,True
5f13466a-8b06-4fc2-9afb-d81bca04c4af,euler-v2,Euler V2,Ethereum,EUL,271500,0,0,,False
583ef558-d334-4ac3-9be0-bb0e5ed64a25,curve-dex,Curve,Ethereum,CRVUSD-CJPY,270267,8.94611,0,8.94611,False
b3a7ecee-57fd-49dc-abf8-cd272a59e6e3,curve-dex,Curve,Ethereum,WETH-RETH,264416,1.21,1.21,0,False
314cda3d-5617-47f0-8bde-83cf2a0fdee8,pendle,Pendle,Ethereum,AID,263389,5.42286,5.32311,0.09975,True
69cc359e-4223-4b98-9e0a-05392c42ee92,pendle,Pendle,Ethereum,AID,263389,12.41476,12.41476,,True
fa1ea651-4d34-4672-837f-9dcd043319b9,curve-dex,Curve,Ethereum,ALUSD-3CRV,256090,0.1889,0.04,0.1489,False
d33bbfb6-811c-4e80-9928-b96ebd7e136c,curve-dex,Curve,Ethereum,CRV-CVXCRV,253948,1.12208,0.39,0.73208,False
2348efcc-0116-497e-9a70-5f02113d7042,compound-v3,Compound V3,Ethereum,OSETH,252644,0,,,False
168ed52e-9d3f-440d-be23-d92e7a121ec7,curve-dex,Curve,Ethereum,USDE-DAI,249386,0.21,0.21,0,True
c4adc23f-1e5b-4889-8488-57481d98bfb5,curve-dex,Curve,Arbitrum,FETH-XETH-WETH,248925,7.4595,0.02,7.4395,False
43b3e1b6-cb3e-4423-b7d3-e60083eb8109,pendle,Pendle,Ethereum,SYUSD,245858,7.58489,6.63065,0.95423,True
c8be1789-c39b-4ddd-aadb-d157ee804517,pendle,Pendle,Ethereum,SYUSD,245858,6.59534,6.59534,,True
817329d2-07cb-4cbd-82ac-eb9bc0add450,curve-dex,Curve,Ethereum,EUSD-FRAXBP,244692,0.34,0.34,0,True
0c4126ca-8dca-40b3-b5f3-0c48edd4638c,curve-dex,Curve,Ethereum,CVX-AFCVX,242166,12.31302,8.16,4.15302,False
10cac21d-065d-48c3-8f15-26bc2c130061,curve-dex,Curve,Ethereum,ALUSD-FXUSD,235421,0.61659,0.01,0.60659,True
13303ca1-ad1f-4d67-b2d4-6f294d14f99c,curve-dex,Curve,Ethereum,CRVUSD-VUSD,232185,11.16365,0.07,11.09365,True
6e6a55a1-525a-4bc9-8e79-96ee1015b0b7,euler-v2,Euler V2,Ethereum,WETH,230196,0.45486,0.45486,,False
9133499d-2790-426f-9049-237282cb59f9,curve-dex,Curve,Arbitrum,USDC-USD₮0,229613,5.53029,0.17,5.36029,True
0dd4c573-a3c6-4c35-9bc3-d618aacbc58c,curve-dex,Curve,Ethereum,RETH-FRXETH,229074,1.12,1.12,0,False
d39be645-e9fa-480a-b9ef-5f6b857c0251,curve-dex,Curve,Ethereum,DOLA-SCRVUSD,226332,0.38019,0.38,0.00019,True
79e1d4b1-2340-4506-a4a0-a23e05fcf2d2,curve-dex,Curve,Ethereum,USDT-USDE,226114,4.18871,0.04,4.14871,True
833ec61b-f9e6-46ac-9eff-2785808b2389,aave-v3,Aave V3,Base,USDBC,223975,1.90003,1.90003,,True
d9e834a1-c6f0-44a4-a45c-b80d40318837,curve-dex,Curve,Ethereum,ETH-CBETH,223096,1.21,1.21,0,False
07136237-5e3c-41fc-aeb1-ba13b456bb24,curve-dex,Curve,Base,CRV-CRVUSD,218886,10.58287,0.44,10.14287,False
af2343d4-1265-47b1-babf-bfbca90dab56,euler-v2,Euler V2,Ethereum,USDC,218722,2.12229,2.12229,,True
7d5591c7-352e-43f8-8585-fdc3c778d905,curve-dex,Curve,Ethereum,RETH-WSTETH,216706,0.00305,0,0.00305,False
28cfc969-0042-4f0b-9403-c655f30974f1,euler-v2,Euler V2,Ethereum,PUFETH,216584,0.95202,0.95202,,True
16a6876a-f808-424a-9dba-3ba937f1a7c6,pendle,Pendle,Ethereum,USD(MIDASMRE7YIELD),216221,2.75423,2.67428,0.07995,True
46531498-5fae-415f-8aa2-411ed9c239fe,pendle,Pendle,Ethereum,USD(MIDASMRE7YIELD),216221,10.65228,10.65228,,True
f1d018f4-381b-40eb-8b8c-d3233f947682,curve-dex,Curve,Ethereum,CVX1-CVGCVX,215890,12.64589,0,12.64589,False
409b75a5-62ec-4067-a32a-e372b2917fac,aave-v3,Aave V3,Base,EZETH,213243,0,0,,False
81ba47fb-c9b7-424d-94df-e74b11d52ec7,curve-dex,Curve,Ethereum,IBKRW-SKRW,209924,0,0,0,False
f13e0a93-16eb-44ef-b329-bc87aa2e60aa,curve-dex,Curve,Ethereum,WETH-SPC,204498,61.48291,0,61.48291,False
f0eead86-5acd-41a9-93c9-b01766d120e6,curve-dex,Curve,Ethereum,FRAX-SDAI,203347,0.13024,0.13,0.00024,True
8a54a120-7e99-4e85-bf42-3149727d71f4,curve-dex,Curve,Ethereum,LITUSD-SFRXUSD,202821,1.45,1.45,0,True
d1abe0e9-883d-4460-b2ad-27a98c32f5da,pendle,Pendle,Arbitrum,RLP,201400,8.54743,8.54743,,False
53498ed9-151b-41f7-ae57-809d033cb88a,pendle,Pendle,Arbitrum,RLP,201400,9.79778,9.56657,0.23122,False
30854ebc-c56f-4eed-8f43-3efe8bde8f38,curve-dex,Curve,Ethereum,BOLD-USDC,200383,0,0,0,True
dc9a6edc-ee67-4e1a-983e-8032193ba615,curve-dex,Curve,Ethereum,USDX-USDC,199915,0,0,0,True
4703a3a7-6851-463e-bc62-1006fcfe8cce,curve-dex,Curve,Ethereum,EETH-WETH,194615,1.49,1.49,0,False
cf21b287-2f7c-4363-add1-3a0a56de24e6,pendle,Pendle,Arbitrum,UNIETH,187836,1.68559,1.0508,0.63479,False
90374fdf-8283-449b-9d46-13ae7f39e474,pendle,Pendle,Arbitrum,UNIETH,187836,2.58845,2.58845,,False
c1d1f280-1d24-487b-bab9-280bde9be47f,pendle,Pendle,Base,YOEUR,185754,3.96674,3.91954,0.0472,True
cd58acca-a5d9-4c53-980e-4141b8de5333,pendle,Pendle,Base,YOEUR,185754,6.18105,6.18105,,True
4d3b74b0-1a30-4ad4-9f9f-478f0f3ef3fe,kamino-lend,Kamino Lend,Solana,KSOLBSOLORCA,185447,0,0,,False
83bf9b9c-e031-4687-b221-fa91133b8205,curve-dex,Curve,Arbitrum,FRAX-FXB-20261231,185402,3.05,3.05,0,False
939b0cda-7d65-41b8-9226-f28949a857e8,euler-v2,Euler V2,Ethereum,USDC,172066,3.61712,3.61712,,True
d1683efa-676c-482a-8200-081b23745dd5,curve-dex,Curve,Ethereum,FXS-CVXFXS,170630,0,0,0,False
83fcc624-ff58-4c3a-9b10-b8cc9d0da285,curve-dex,Curve,Ethereum,ETH-ANKRETH,166586,0.06,0.06,0,False
176cdf57-8f46-47e2-9610-3d59d4f8b6ec,curve-dex,Curve,Ethereum,YB-YYB,165978,68.45016,5.49,62.96016,False
fe640713-4aae-4130-a31b-a8a6e32289ec,euler-v2,Euler V2,Ethereum,USD0,165238,0.97591,0.97591,,True
497883a9-d74e-4c98-b81a-0dc05706d927,curve-dex,Curve,Ethereum,OBTC-SBTCCRV,164836,0.02,0.02,0,False
9479ab59-f8d9-44f2-8d75-1591d457a21c,curve-dex,Curve,Ethereum,USDC-JUSD,162735,0,0,0,True
f61fed30-4938-4667-a00f-6a59410c09e4,pendle,Pendle,Base,WSUPEROETHB,161526,4.77001,3.33684,1.43317,False
0ad39e33-b96d-4242-b462-d2c705c0d2ae,pendle,Pendle,Base,WSUPEROETHB,161526,4.89861,4.89861,,False
90a24026-a98c-42d9-878b-212fafb13567,curve-dex,Curve,Ethereum,WETH-ASF,159189,16.1951,0.29,15.9051,False
ba9b7985-8e1d-42ea-bd3a-1fa100813dcc,curve-dex,Curve,Ethereum,FIDU-USDC,158217,0,0,0,True
1bb62ef4-02b3-4667-8d09-e2250da740c0,curve-dex,Curve,Ethereum,ADAI-ASUSD,153661,0.30812,0.19,0.11812,True
8ae99061-ae54-440d-9681-e0a38eb8d9eb,curve-dex,Curve,Ethereum,IBEUR-EURA,150081,0.02,0.02,0,True
849d4745-1510-4416-904b-d8455a944c73,pendle,Pendle,Ethereum,SPETH,149716,6.70264,6.12109,0.58155,False
92bdb5ba-3588-4843-9c80-4ebeb74d1f03,pendle,Pendle,Ethereum,SPETH,149716,6.96908,6.96908,,False
a342b7ec-58bb-4843-b12c-42ff3ffc17ab,curve-dex,Curve,Ethereum,LUSD-UUSD,148968,0,0,0,True
eb4a17a6-b27b-4a30-86eb-927901a8b60d,euler-v2,Euler V2,Base,CBBTC,146848,0.12032,0.12032,,False
6595a5b8-9900-4225-8237-ba63b0d226c6,curve-dex,Curve,Ethereum,MKUSD-USDE,146323,0,0,0,True
05c03fa1-aa11-40d7-b617-99f010e879c5,curve-dex,Curve,Arbitrum,CRVUSD-USDC.E,145249,4.60958,0.03,4.57958,True
9548300f-a34b-4513-bd91-acf5d969d4c3,curve-dex,Curve,Ethereum,WETH-TACETH,144272,1.17914,0,1.17914,False
668763b1-d038-4c97-b918-f013e91e863e,curve-dex,Curve,Arbitrum,ETH-WSTETH,144054,1.28,1.28,0,False
d710ca08-6f7d-4617-8909-7d00486a226c,euler-v2,Euler V2,Arbitrum,USDC,143982,4.11762,4.11762,,True
4be97d9f-eb9a-4119-8c5b-c6df2f63a99c,curve-dex,Curve,Ethereum,ETH-CTR,143168,12.24463,0,12.24463,False
4d48ed69-2a14-4609-91c0-bc129a6dc586,euler-v2,Euler V2,Ethereum,USD0,142788,1.4545,1.4545,,True
6eca97d3-5306-47d6-9997-6028df72c3d6,curve-dex,Curve,Ethereum,VEE-USDC,141266,0.02,0.02,0,False
3ede185c-be5c-4610-a411-7aedb3a3b58e,curve-dex,Curve,Ethereum,YNRWAX-YNUSDX,141252,86.3361,55.04,31.2961,False
5b6ba2f8-53a5-406c-89ab-a52ffab0b46a,euler-v2,Euler V2,Ethereum,YU,139923,22.5612,22.5612,,False
9063f7fa-f787-42be-909c-a5b666dfff5c,curve-dex,Curve,Arbitrum,UNIETH-WETH,139459,0,0,0,False
00609ee1-bd45-46e6-97fb-e7d5699b5e58,euler-v2,Euler V2,Ethereum,USR,139433,2.02091,2.02091,,True
257941f5-0b07-47f0-853c-b4cc656a4f8b,curve-dex,Curve,Ethereum,EURA-EURT-EURS,138083,12.08351,3.48,8.60351,True
227d976d-035c-4be3-83a9-70a6135f9c18,curve-dex,Curve,Ethereum,PMUSD-FRXUSD,136083,0.79,0.79,0,True
37fb91f9-866e-4fb1-9339-1311c04a8a00,curve-dex,Curve,Ethereum,PMUSD-CRVUSD,135634,0.78,0.78,0,True
9e45f723-1041-4566-b11c-149d4fef5b39,euler-v2,Euler V2,Ethereum,LBTC,134782,0.09995,0.09995,,False
b23bf709-7cf7-4fa9-aaa6-94ac9f8bb589,curve-dex,Curve,Ethereum,APEUSD-FRAXBP,134513,0.01,0.01,0,True
643e883f-6922-4c89-82c3-bf3ac260fe1f,compound-v3,Compound V3,Arbitrum,USDC,133817,3.04078,3.04078,0,True
589aa5cd-aeab-433e-aefc-9d0992796430,euler-v2,Euler V2,Arbitrum,WETH,132138,1.42083,1.42083,,False
1e939cab-08ef-46b3-9c2c-3541f0874acb,pendle,Pendle,Arbitrum,WSTUSR,131524,5.06501,5.06501,,True
6c34296d-b1ad-414d-8379-1ff2132ee9dc,pendle,Pendle,Arbitrum,WSTUSR,131524,5.14909,4.85069,0.2984,True
12caacae-99a9-4de4-8614-ba49087aac4d,curve-dex,Curve,Ethereum,SDT-CVGSDT,131078,4.69836,0,4.69836,True
5aa9664f-bc5b-4782-9502-ef91f6a67d49,pendle,Pendle,Ethereum,USD(MIDASMRE7BTC),129959,1.4226,1.18974,0.23287,True
6c2b1c2f-d4e3-4ef7-ba36-f5c5087992a7,pendle,Pendle,Ethereum,USD(MIDASMRE7BTC),129959,2.20388,2.20388,,True
f9d05e26-6a5e-40f9-8587-90a896d3ff4f,curve-dex,Curve,Ethereum,EUSD-FXUSD,129614,0.45,0.45,0,True
cfc83b8c-2fcd-4274-91e9-c787367e2a7a,pendle,Pendle,Ethereum,WSRUSD,129281,6.32606,6.11475,0.21132,True
d415c40d-ba64-4305-9c81-7f4ad9283091,pendle,Pendle,Ethereum,WSRUSD,129281,7.80679,7.80679,,True
be90db0a-18b8-4138-a53f-c69870a8699a,compound-v3,Compound V3,Arbitrum,ARB,126596,0,,,False
21cf4bda-cc72-4ead-ae70-37c0efcc91f7,euler-v2,Euler V2,Ethereum,WETH,123060,0.00196,0.00196,,False
507c0596-8677-4006-bd6d-1698e13203e2,compound-v3,Compound V3,Ethereum,PUFETH,123009,0,,,True
55205d7a-7939-42aa-ad8a-0c0123db9474,aave-v3,Aave V3,Ethereum,USDS,121930,2.03459,2.03459,,True
b7734046-f094-4631-a528-80cd79ca9e82,euler-v2,Euler V2,Ethereum,WBTC,121882,0.10276,0.10276,,False
a766b4b1-8db4-42e6-98b8-0bcc74a10b23,curve-dex,Curve,Ethereum,FRXETH-IQ,120850,0.25,0.25,0,False
4135ffa3-e55d-49dc-8eb0-00436d9742f6,curve-dex,Curve,Ethereum,WETH-STETH,118213,5.69046,5.63,0.06046,False
d515263f-3726-49ad-80c3-d156e8ca79e0,curve-dex,Curve,Ethereum,SFRXUSD-SCRVUSD,117849,2.99,2.99,0,True
d8cabd84-2e19-45f3-9edb-6ed574798daf,curve-dex,Curve,Ethereum,WETH-PROS,117016,0.29,0.29,0,False
1aea6515-a645-455f-b6ca-4e173d852587,curve-dex,Curve,Ethereum,WEETH-WEETHS,116618,2.73,2.73,0,False
febfb5b4-7485-44bc-ae4a-7b192ac61fe3,curve-dex,Curve,Ethereum,ETH-RETH,116265,0.97,0.97,0,False
ded3da1a-3ac9-4143-87c9-8808ee278ed0,curve-dex,Curve,Ethereum,CVX-TCVX,115107,7.38,7.38,0,False
9dbaf523-8c4f-4516-b501-3c75fc83c2df,pendle,Pendle,Ethereum,SFRXUSD,112671,5.04189,4.39031,0.65158,True
75dcf4d4-8a4c-4025-8552-2cd34c6e6506,pendle,Pendle,Ethereum,SFRXUSD,112671,5.10189,5.10189,,True
2d02765d-1444-46a0-8046-cd7af0c06ac1,euler-v2,Euler V2,Base,USDC,111604,3.58485,3.58485,,True
d6408603-9035-4783-9255-0a83536e6767,curve-dex,Curve,Arbitrum,EUSD-USDC,110909,0,0,0,True
ef897898-4a03-4e06-8e81-5c26139c7b5b,aave-v3,Aave V3,Ethereum,SNX,109032,0.11955,0.11955,,False
d2e98d69-238c-41a8-8899-15aee7358e33,aave-v3,Aave V3,Ethereum,CRVUSD,108668,2.39357,2.39357,,True
4c6d8806-f7c9-4abd-b629-d555e6e29767,curve-dex,Curve,Ethereum,PROS-USDT-WBTC,108489,0.07,0.07,0,False
32fb4e7a-5f05-47b0-a2e8-bea4eec17e7b,euler-v2,Euler V2,Ethereum,SUSDE,108296,0,0,,True
dc9689a3-3a36-4ccf-9561-2b57dc74dfd5,curve-dex,Curve,Arbitrum,USDT-EYWA,104533,1.81286,0.71,1.10286,False
aabaf250-008b-465f-9795-f03f0540ec97,curve-dex,Curve,Ethereum,WSTUSR-PT-WSTUSR-1740182579,103958,0,0,0,False
4059659c-a240-47c3-85a5-69897563d63b,euler-v2,Euler V2,Ethereum,USDC,103497,7.40125,7.40125,,True
