date,pool_id,symbol,project,chain,tvl_usd,daily_fees,jlp_fees,apy,apy_base,apy_reward
2024-09-07,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,640253875,310175,232631.25,13.262,13.262,0
2024-09-08,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,650811807,341706,256279.5,14.3731,14.3731,0
2024-09-09,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,657487126,479143,359357.25,19.9495,19.9495,0
2024-09-10,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,679631157,356598,267448.5,14.3635,14.3635,0
2024-09-11,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,680674535,550171,412628.25,22.1265,22.1265,0
2024-09-12,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,677793166,360842,270631.5,14.5738,14.5738,0
2024-09-13,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,689415142,502388,376791.0,19.9486,19.9486,0
2024-09-14,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,702067157,239065,179298.75,9.3216,9.3216,0
2024-09-15,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,698142849,359983,269987.25,14.1154,14.1154,0
2024-09-16,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,688513407,381717,286287.75,15.1769,15.1769,0
2024-09-17,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,684644459,417309,312981.75,16.6858,16.6858,0
2024-09-18,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,690003766,740982,555736.5,29.3975,29.3975,0
2024-09-19,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,689843918,719870,539902.5,28.5665,28.5665,0
2024-09-20,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,715285618,900782,675586.5,34.4742,34.4742,0
2024-09-21,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,716896975,275331,206498.25,10.5136,10.5136,0
2024-09-22,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,719802225,538054,403540.5,20.4629,20.4629,0
2024-09-23,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,708588586,562751,422063.25,21.7408,21.7408,0
2024-09-24,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,713974974,736175,552131.25,28.2262,28.2262,0
2024-09-25,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,722985055,620656,465492.0,23.5004,23.5004,0
2024-09-26,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,719638528,947567,710675.25,36.0454,36.0454,0
2024-09-27,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,734392536,702890,527167.5,26.2007,26.2007,0
2024-09-28,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,742589300,328107,246080.25,12.0954,12.0954,0
2024-09-29,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,740903421,448820,336615.0,16.5831,16.5831,0
2024-09-30,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,749382738,1065216,798912.0,38.9124,38.9124,0
2024-10-01,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,746224199,1624471,1218353.25,59.5932,59.5932,0
2024-10-02,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,735372801,1022547,766910.25,38.0654,38.0654,0
2024-10-03,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,737401764,964409,723306.75,35.8023,35.8023,0
2024-10-04,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,741124928,564277,423207.75,20.8428,20.8428,0
2024-10-05,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,763760514,376467,282350.25,13.4935,13.4935,0
2024-10-06,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,756780480,316732,237549.0,11.4571,11.4571,0
2024-10-07,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,764403998,1055572,791679.0,37.8024,37.8024,0
2024-10-08,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,769848724,412062,309046.5,14.6525,14.6525,0
2024-10-09,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,764926989,509515,382136.25,18.2344,18.2344,0
2024-10-10,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,752223286,607738,455803.5,22.1169,22.1169,0
2024-10-11,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,758713175,461754,346315.5,16.6605,16.6605,0
2024-10-12,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,777389678,400675,300506.25,14.1094,14.1094,0
2024-10-13,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,780237734,446609,334956.75,15.6695,15.6695,0
2024-10-14,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,780621509,1277301,957975.75,44.7927,44.7927,0
2024-10-15,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,796077122,1106257,829692.75,38.0413,38.0413,0
2024-10-16,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,788105580,465794,349345.5,16.1794,16.1794,0
2024-10-17,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,793583735,513212,384909.0,17.7035,17.7035,0
2024-10-18,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,791206353,481934,361450.5,16.6745,16.6745,0
2024-10-19,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,810042754,423988,317991.0,14.3285,14.3285,0
2024-10-20,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,817763995,813512,610134.0,27.2327,27.2327,0
2024-10-21,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,829754464,1540570,1155427.5,50.826,50.826,0
2024-10-22,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,825669970,760404,570303.0,25.2111,25.2111,0
2024-10-23,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,833817649,1303854,977890.5,42.8067,42.8067,0
2024-10-24,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,845356546,904299,678224.25,29.2837,29.2837,0
2024-10-25,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,878153731,1500580,1125435.0,46.7781,46.7781,0
2024-10-26,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,870041059,546439,409829.25,17.1932,17.1932,0
2024-10-27,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,891287961,570041,427530.75,17.5082,17.5082,0
2024-10-28,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,907147618,1121228,840921.0,33.8353,33.8353,0
2024-10-29,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,897876011,1355355,1016516.25,41.3229,41.3229,0
2024-10-30,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,916903576,744346,558259.5,22.2231,22.2231,0
2024-10-31,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,920514799,953936,715452.0,28.3689,28.3689,0
2024-11-01,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,913463709,1229053,921789.75,36.8327,36.8327,0
2024-11-02,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,918148223,489694,367270.5,14.6004,14.6004,0
2024-11-03,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,927023051,1019167,764375.25,30.096,30.096,0
2024-11-04,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,928246908,1273516,955137.0,37.5574,37.5574,0
2024-11-05,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,919061879,894425,670818.75,26.6412,26.6412,0
2024-11-06,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,948119750,3453540,2590155.0,99.7138,99.7138,0
2024-11-07,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,984734102,1617769,1213326.75,44.973,44.973,0
2024-11-08,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,993860033,1572312,1179234.0,43.308,43.308,0
2024-11-09,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1009973466,698292,523719.0,18.927,18.927,0
2024-11-10,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1015547250,2605503,1954127.25,70.2337,70.2337,0
2024-11-11,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1049674761,2609705,1957278.75,68.0598,68.0598,0
2024-11-12,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1131011166,2674079,2005559.25,64.7234,64.7234,0
2024-11-13,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1139224970,2794850,2096137.5,67.1588,67.1588,0
2024-11-14,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1130292115,1814746,1361059.5,43.9521,43.9521,0
2024-11-15,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1110571339,1494592,1120944.0,36.8409,36.8409,0
2024-11-16,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1110693236,1062606,796954.5,26.1898,26.1898,0
2024-11-17,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1123266028,2145934,1609450.5,52.2983,52.2983,0
2024-11-18,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1116127386,2375891,1781918.25,58.2729,58.2729,0
2024-11-19,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1240630169,1850007,1387505.25,40.8211,40.8211,0
2024-11-20,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1263696404,1822849,1367136.75,39.4877,39.4877,0
2024-11-21,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1293563711,2888586,2166439.5,61.1296,61.1296,0
2024-11-22,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1287674744,2336289,1752216.75,49.6678,49.6678,0
2024-11-23,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1363977851,2184079,1638059.25,43.8344,43.8344,0
2024-11-24,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1363295950,1631807,1223855.25,32.7667,32.7667,0
2024-11-25,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1376367653,2814024,2110518.0,55.969,55.969,0
2024-11-26,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1366098682,2870009,2152506.75,57.5116,57.5116,0
2024-11-27,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1373918534,1952811,1464608.25,38.9093,38.9093,0
2024-11-28,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1437800034,1468225,1101168.75,27.9543,27.9543,0
2024-11-29,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1444414474,1685942,1264456.5,31.9525,31.9525,0
2024-11-30,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1479872237,1014718,761038.5,18.7705,18.7705,0
2024-12-01,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1483463285,1416025,1062018.75,26.1305,26.1305,0
2024-12-02,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1507455858,4804311,3603233.25,87.245,87.245,0
2024-12-03,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1489997901,3075042,2306281.5,56.4962,56.4962,0
2024-12-04,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1527734863,2138061,1603545.75,38.3112,38.3112,0
2024-12-05,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1546567374,3849573,2887179.75,68.1393,68.1393,0
2024-12-06,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1573481385,2111759,1583819.25,36.7398,36.7398,0
2024-12-07,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1587119599,1083796,812847.0,18.6936,18.6936,0
2024-12-08,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1601487000,1004263,753197.25,17.1664,17.1664,0
2024-12-09,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1608009630,8183884,6137913.0,139.3237,139.3237,0
2024-12-10,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1562807485,5236852,3927639.0,91.7316,91.7316,0
2024-12-11,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1588617710,1607529,1205646.75,27.7009,27.7009,0
2024-12-12,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1648500555,1683170,1262377.5,27.9507,27.9507,0
2024-12-13,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1673004449,1304379,978284.25,21.3433,21.3433,0
2024-12-14,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1685974873,1185603,889202.25,19.2505,19.2505,0
2024-12-15,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1686789634,1205397,904047.75,19.5625,19.5625,0
2024-12-16,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1686357895,2876761,2157570.75,46.6991,46.6991,0
2024-12-17,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1712754004,2280703,1710527.25,36.4525,36.4525,0
2024-12-18,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1739239221,3618323,2713742.25,56.9511,56.9511,0
2024-12-19,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1729416327,10851815,8138861.25,171.7738,171.7738,0
2024-12-20,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1692776095,5240706,3930529.5,84.7509,84.7509,0
2024-12-21,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1670057749,1302631,976973.25,21.3523,21.3523,0
2024-12-22,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1643236526,1228069,921051.75,20.4586,20.4586,0
2024-12-23,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1635552343,1327102,995326.5,22.2123,22.2123,0
2024-12-24,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1688506390,877979,658484.25,14.2343,14.2343,0
2024-12-25,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1721811309,585724,439293.0,9.3124,9.3124,0
2024-12-26,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1724608267,938493,703869.75,14.8969,14.8969,0
2024-12-27,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1700979618,966878,725158.5,15.5606,15.5606,0
2024-12-28,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1699303276,428585,321438.75,6.9043,6.9043,0
2024-12-29,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1745541635,691866,518899.5,10.8504,10.8504,0
2024-12-30,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1714335581,1384619,1038464.25,22.11,22.11,0
2024-12-31,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1720882994,1016541,762405.75,16.1707,16.1707,0
2025-01-01,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1733987154,481269,360951.75,7.5979,7.5979,0
2025-01-02,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1742183343,1422064,1066548.0,22.345,22.345,0
2025-01-03,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1783993670,1072232,804174.0,16.4532,16.4532,0
2025-01-04,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1829581273,505526,379144.5,7.5639,7.5639,0
2025-01-05,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1839751119,629709,472281.75,9.3699,9.3699,0
2025-01-06,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1816871059,1192796,894597.0,17.972,17.972,0
2025-01-07,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1824273427,1650829,1238121.75,24.7723,24.7723,0
2025-01-08,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1745805954,1962748,1472061.0,30.7767,30.7767,0
2025-01-09,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1732492840,2337551,1753163.25,36.9355,36.9355,0
2025-01-10,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1686779307,874295,655721.25,14.1891,14.1891,0
2025-01-11,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1703379268,471935,353951.25,7.5845,7.5845,0
2025-01-12,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1714915779,422869,317151.75,6.7502,6.7502,0
2025-01-13,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1690389277,5468913,4101684.75,88.5663,88.5663,0
2025-01-14,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1668388029,889121,666840.75,14.5887,14.5887,0
2025-01-15,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1705178969,1138821,854115.75,18.2827,18.2827,0
2025-01-16,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1785024337,1617450,1213087.5,24.8051,24.8051,0
2025-01-17,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1767734869,2282775,1712081.25,35.3509,35.3509,0
2025-01-18,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1833789881,6385194,4788895.5,95.3188,95.3188,0
2025-01-19,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1907087339,5605295,4203971.25,80.4604,80.4604,0
2025-01-20,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1897258859,4457935,3343451.25,64.3223,64.3223,0
2025-01-21,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1839687734,2501775,1876331.25,37.227,37.227,0
2025-01-22,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1895699492,2208089,1656066.75,31.8861,31.8861,0
2025-01-23,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1894002149,3640500,2730375.0,52.618,52.618,0
2025-01-24,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1893353210,2529846,1897384.5,36.5777,36.5777,0
2025-01-25,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1898034971,1738817,1304112.75,25.0786,25.0786,0
2025-01-26,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1912868221,2751152,2063364.0,39.3717,39.3717,0
2025-01-27,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1892743782,5738234,4303675.5,82.9928,82.9928,0
2025-01-28,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1903185963,2616818,1962613.5,37.6397,37.6397,0
2025-01-29,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1865061503,2723305,2042478.75,39.9721,39.9721,0
2025-01-30,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1893380085,1962789,1472091.75,28.3785,28.3785,0
2025-01-31,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1920061628,2626260,1969695.0,37.4435,37.4435,0
2025-02-01,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1897692412,4260639,3195479.25,61.4615,61.4615,0
2025-02-02,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1847642239,6963708,5222781.0,103.1756,103.1756,0
2025-02-03,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1858331261,8672322,6504241.5,127.7516,127.7516,0
2025-02-04,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1972771669,4380780,3285585.0,60.7895,60.7895,0
2025-02-05,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1909141602,2536978,1902733.5,36.3775,36.3775,0
2025-02-06,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1864063779,3024982,2268736.5,44.4238,44.4238,0
2025-02-07,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1831259775,2758209,2068656.75,41.2317,41.2317,0
2025-02-08,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1845009384,1122450,841837.5,16.6542,16.6542,0
2025-02-09,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1877882965,2264708,1698531.0,33.014,33.014,0
2025-02-10,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1876451712,1716209,1287156.75,25.0373,25.0373,0
2025-02-11,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1881651183,2117378,1588033.5,30.8044,30.8044,0
2025-02-12,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1869590282,2940695,2205521.25,43.0584,43.0584,0
2025-02-13,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1877606271,1750885,1313163.75,25.5274,25.5274,0
2025-02-14,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1866308783,1669735,1252301.25,24.4917,24.4917,0
2025-02-15,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1888471520,1176379,882284.25,17.0526,17.0526,0
2025-02-16,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1862860030,2397857,1798392.75,35.2369,35.2369,0
2025-02-17,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1836331855,4678023,3508517.25,69.7373,69.7373,0
2025-02-18,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1828910335,5932931,4449698.25,88.8037,88.8037,0
2025-02-19,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1813955451,1662139,1246604.25,25.0839,25.0839,0
2025-02-20,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1811191594,1266718,950038.5,19.1456,19.1456,0
2025-02-21,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1850601969,2870020,2152515.0,42.4547,42.4547,0
2025-02-22,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1810028883,368206,276154.5,5.5688,5.5688,0
2025-02-23,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1821177211,687559,515669.25,10.335,10.335,0
2025-02-24,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1804557790,999158,749368.5,15.1571,15.1571,0
2025-02-25,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1646781370,10038703,7529027.25,166.8767,166.8767,0
2025-02-26,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1603338250,195,146.25,0.0033,0.0033,0
2025-02-27,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1532127570,3603318,2702488.5,64.3816,64.3816,0
2025-02-28,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1545777061,2017575,1513181.25,35.7303,35.7303,0
2025-03-01,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1571573971,5,3.75,0.0001,0.0001,0
2025-03-02,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1552573176,1628584,1221438.0,28.7152,28.7152,0
2025-03-03,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1748572192,4949082,3711811.5,77.481,77.481,0
2025-03-04,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1541021251,1,0.75,0.0,0.0,0
2025-03-06,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1563267962,1916584,1437438.0,33.5621,33.5621,0
2025-03-07,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1550166113,2412363,1809272.25,42.6009,42.6009,0
2025-03-08,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1535861985,1100330,825247.5,19.6121,19.6121,0
2025-03-09,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1539223181,907371,680528.25,16.1375,16.1375,0
2025-03-10,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1462337663,3380048,2535036.0,63.2746,63.2746,0
2025-03-11,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1408913134,4552075,3414056.25,88.4462,88.4462,0
2025-03-12,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1459832727,1884008,1413006.0,35.3292,35.3292,0
2025-03-13,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1467217341,1683719,1262789.25,31.4144,31.4144,0
2025-03-14,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1439582017,1551148,1163361.0,29.4965,29.4965,0
2025-03-15,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1504776643,841122,630841.5,15.3017,15.3017,0
2025-03-16,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1517065423,1920193,1440144.75,34.6493,34.6493,0
2025-03-17,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1458159080,1806079,1354559.25,33.9067,33.9067,0
2025-03-18,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1476934161,1044980,783735.0,19.3687,19.3687,0
2025-03-19,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1466244339,1539737,1154802.75,28.7471,28.7471,0
2025-03-20,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1535046040,2397956,1798467.0,42.7636,42.7636,0
2025-03-21,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1481131187,1443055,1082291.25,26.6713,26.6713,0
2025-03-22,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1486662856,1286195,964646.25,23.6836,23.6836,0
2025-03-23,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1478516491,837648,628236.0,15.5092,15.5092,0
2025-03-24,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1504019511,2261004,1695753.0,41.153,41.153,0
2025-03-25,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1547584684,1410691,1058018.25,24.9535,24.9535,0
2025-03-26,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1579711335,1863898,1397923.5,32.2997,32.2997,0
2025-03-27,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1535344097,1826288,1369716.0,32.5625,32.5625,0
2025-03-28,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1535542997,2691559,2018669.25,47.984,47.984,0
2025-03-29,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1460108073,1971736,1478802.0,36.9673,36.9673,0
2025-03-30,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1416066814,1933527,1450145.25,37.3784,37.3784,0
2025-03-31,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1419481246,21,15.75,0.0004,0.0004,0
2025-04-01,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1420686576,1257592,943194.0,24.2324,24.2324,0
2025-04-02,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1432645440,1608397,1206297.75,30.7333,30.7333,0
2025-04-03,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1370110960,2824331,2118248.25,56.4305,56.4305,0
2025-04-04,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1373624646,2439855,1829891.25,48.6239,48.6239,0
2025-04-05,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1400521717,875321,656490.75,17.1093,17.1093,0
2025-04-06,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1384161177,778872,584154.0,15.404,15.404,0
2025-04-07,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1275051140,5919081,4439310.75,127.0811,127.0811,0
2025-04-08,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1269905214,2413791,1810343.25,52.0334,52.0334,0
2025-04-09,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1253372521,2207055,1655291.25,48.2044,48.2044,0
2025-04-10,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1359730287,3419096,2564322.0,68.8355,68.8355,0
2025-04-11,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1314688356,2290887,1718165.25,47.7018,47.7018,0
2025-04-12,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1369442331,2328550,1746412.5,46.5475,46.5475,0
2025-04-13,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1423397023,1972315,1479236.25,37.9319,37.9319,0
2025-04-14,jupiter-jlp,JLP,jupiter-perpetual-exchange,Solana,1415359117,1911311,1433483.25,36.9674,36.9674,0
